study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB7669	SAMEA3231765	ERX705678	ERR760917	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760917/ERR760917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760917/ERR760917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760917/MR63_TAGCTT_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760917/MR63_TAGCTT_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760917
PRJEB7669	SAMEA3231766	ERX705679	ERR760918	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760918/ERR760918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760918/ERR760918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760918/MR74_GGCTAC_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760918/MR74_GGCTAC_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760918
PRJEB7669	SAMEA3231767	ERX705680	ERR760919	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760919/ERR760919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760919/ERR760919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760919/MR75_AGTCAA_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760919/MR75_AGTCAA_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760919
PRJEB7669	SAMEA3231768	ERX705681	ERR760920	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760920/ERR760920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760920/ERR760920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760920/MR85_ATGTCA_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760920/MR85_ATGTCA_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760920
PRJEB7669	SAMEA3231769	ERX705682	ERR760921	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760921/ERR760921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760921/ERR760921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760921/MR87_CCGTCC_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760921/MR87_CCGTCC_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760921
PRJEB7669	SAMEA3231770	ERX705683	ERR760922	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760922/ERR760922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760922/ERR760922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760922/MR91_GTAGAG_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760922/MR91_GTAGAG_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760922
PRJEB7669	SAMEA3231771	ERX705684	ERR760923	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760923/ERR760923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760923/ERR760923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760923/OL406_GTCCGC_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760923/OL406_GTCCGC_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760923
PRJEB7669	SAMEA3231772	ERX705685	ERR760924	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760924/ERR760924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760924/ERR760924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760924/PACL_CAACTA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760924/PACL_CAACTA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760924
PRJEB7669	SAMEA3231773	ERX705686	ERR760925	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760925/ERR760925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760925/ERR760925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760925/POGU_ACTGAT_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760925/POGU_ACTGAT_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760925
PRJEB7669	SAMEA3231774	ERX705687	ERR760926	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760926/ERR760926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760926/ERR760926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760926/SJD4_GTGAAA_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760926/SJD4_GTGAAA_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760926
PRJEB7669	SAMEA3231775	ERX705688	ERR760927	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760927/ERR760927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760927/ERR760927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760927/VK_GTGGCC_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760927/VK_GTGGCC_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760927
PRJEB7669	SAMEA3231707	ERX705689	ERR762352	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR762/ERR762352/ERR762352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR762/ERR762352/ERR762352_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR762/ERR762352/Eldholm-TubDNA3-2440_TCGGCA_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR762/ERR762352/Eldholm-TubDNA3-2440_TCGGCA_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR762/ERR762352
PRJEB7669	SAMEA3231730	ERX705690	ERR762353	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR762/ERR762353/ERR762353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR762/ERR762353/ERR762353_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR762/ERR762353/Eldholm-TubDNA3-2852_GCCAAT_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR762/ERR762353/Eldholm-TubDNA3-2852_GCCAAT_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR762/ERR762353
PRJEB7669	SAMEA3231698	ERX926214	ERR845303	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845303/ERR845303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845303/ERR845303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845303/2146_GGCTAC_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845303/2146_GGCTAC_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR845/ERR845303
PRJEB7669	SAMEA3231699	ERX926215	ERR845304	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845304/ERR845304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845304/ERR845304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845304/2147_ATCACG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845304/2147_ATCACG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR845/ERR845304
PRJEB7669	SAMEA3231700	ERX926216	ERR845305	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845305/ERR845305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845305/ERR845305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845305/2148_AGTCAA_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845305/2148_AGTCAA_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR845/ERR845305
PRJEB7669	SAMEA3231701	ERX926217	ERR845306	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845306/ERR845306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845306/ERR845306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845306/2261_ACTTGA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845306/2261_ACTTGA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR845/ERR845306
PRJEB7669	SAMEA3231702	ERX926218	ERR845307	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845307/ERR845307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845307/ERR845307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845307/2290_TCGAAG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845307/2290_TCGAAG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR845/ERR845307
PRJEB7669	SAMEA3231703	ERX926219	ERR845308	1773	Mycobacterium tuberculosis		ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845308/2303_AGTTCC_L002_R1_001.gz	
PRJEB7669	SAMEA3231704	ERX926238	ERR845327	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845327/ERR845327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845327/ERR845327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845327/2308_ATGTCA_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845327/2308_ATGTCA_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR845/ERR845327
PRJEB7669	SAMEA3231705	ERX926239	ERR845328	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845328/ERR845328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845328/ERR845328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845328/2436_CCGTCC_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845328/2436_CCGTCC_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR845/ERR845328
PRJEB7669	SAMEA3231706	ERX926240	ERR845329	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845329/ERR845329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845329/ERR845329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845329/2439_GTAGAG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845329/2439_GTAGAG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR845/ERR845329
PRJEB7669	SAMEA3231746	ERX926241	ERR845330	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845330/ERR845330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR845/ERR845330/ERR845330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845330/Eldholm-TubDNA3-MDL40_GCGCTA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR845/ERR845330/Eldholm-TubDNA3-MDL40_GCGCTA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR845/ERR845330
PRJEB7669	SAMEA3231528	ERX930989	ERR850078	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR850/ERR850078/ERR850078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR850/ERR850078/ERR850078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR850/ERR850078/Eldholm-TubDNA-M17_S3_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR850/ERR850078/Eldholm-TubDNA-M17_S3_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR850/ERR850078
PRJEB7669	SAMEA3231653	ERX931083	ERR850262	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR850/ERR850262/ERR850262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR850/ERR850262/ERR850262_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR850/ERR850262/1206_ATTCCT_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR850/ERR850262/1206_ATTCCT_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR850/ERR850262
